Time (real),IR Value raw,IR Value filtered,Time (s),Label_Detail
5/16/2025 0:44,127323,1268,21.21088457,1
5/16/2025 0:44,127411,1272,21.2501092,1
5/16/2025 0:44,127496,1272,21.29061341,1
5/16/2025 0:44,127536,1230,21.33010292,1
5/16/2025 0:44,126067,-224,21.3705883,1
5/16/2025 0:44,124444,-1732,21.41066504,1
5/16/2025 0:44,123796,-2231,21.45006704,1
5/16/2025 0:44,124075,-1830,21.49055862,1
5/16/2025 0:44,124421,-1391,21.53049016,1
5/16/2025 0:44,124756,-990,21.5706079,1
5/16/2025 0:44,125118,-589,21.61066031,1
5/16/2025 0:44,125244,-434,21.65030265,1
5/16/2025 0:44,125293,-361,21.69061399,1
5/16/2025 0:44,125452,-189,21.73052073,1
5/16/2025 0:44,125763,114,21.77060485,1
5/16/2025 0:44,126201,518,21.81052852,1
5/16/2025 0:44,126556,818,21.85095334,1
5/16/2025 0:44,126845,1038,21.89097118,1
5/16/2025 0:44,127059,1174,21.93054032,1
5/16/2025 0:44,127220,1252,21.98059249,1
5/16/2025 0:44,127317,1264,22.02015233,1
